0.08893592 0.01302913 0.06662588 0.03794972 0.03093336 0.07924733 0.06664015 0.02118183 0.04724229 0.07636617 0.07012186 0.07357602 0.02447057 0.08894734 0.0930764 0.009035733 0.03852413 0.09158199 0.02825916 0.0824761 0.03287381 0.08500778 0.03580304 0.02852056 0.03494222 0.0794221 0.06102063 1.829629e-05 0.07736629 0.06607004 0.08947556 0.07146498 0.02476321 0.02742768 0.04032791 -0.003867585 0.007026949 0.08658323 0.02190420 0.01404371 0.02084251 -0.004489213 0.02808063 0.07887224 0.01388662 0.0079629 0.0845392 0.08599364 0.06096006 0.07746453 0.07305633 0.07990005 0.002000891 0.02271487 0.06655742 0.0647808 0.0245241 0.06130372 0.07174245 0.05345245 0.04668797 0.03644117 0.004949636 0.01367404
0.01659524 0.008959685 0.0892508 0.05312511 0.09285538 0.05468483 0.02237130 0.07582385 0.07298426 0.01862199 0.002966307 0.02758582 0.05974903 0.05057918 0.07242321 0.04466059 0.07318642 0.007960013 0.0505656 0.02330586 0.08918587 0.07156341 0.07823244 0.06584 0.08432452 0.08091393 0.02179015 0.06990354 0.03047821 0.07558993 0.05523813 0.02013018 0.02713172 0.08741222 0.06782507 0.04520272 0.03955443 0.04012593 0.08729987 0.07893801 0.06102089 0.03787124 0.01772608 0.02202736 0.03906281 0.03669297 0.03283763 0.05881904 0.085772 0.09937972 0.04742722 0.05648841 0.02277625 0.02717617 0.08114892 0.03104101 0.07666811 0.01199222 0.08119638 0.07340235 0.005155619 0.05943001 0.01658196 0.02954272
0.08193944 0.0413726 0.03305849 0.04918524 0.05193622 0.03670030 0.0806304 0.03736594 0.02702477 0.02565655 0.03264222 0.06726606 0.090326 0.006838971 0.0930815 0.007175504 0.08787309 0.02342925 0.06303497 0.07552674 0.08520054 0.06717614 0.06341955 0.03480658 0.01394154 0.07480216 0.04328104 0.01543421 0.07161568 -0.003489729 0.08889327 0.006289915 0.07890117 0.07987187 0.01900211 0.06647114 0.09195134 0.05588465 0.04936987 0.07867636 0.008625746 0.0748668 0.008082806 0.04153136 0.06435501 0.06461948 0.04851754 0.046506 0.02385484 0.03206294 0.001227325 0.02825265 0.04712336 0.07242257 0.05215778 0.04810463 0.03929503 0.04112308 0.09359878 0.01160952 0.04135412 0.03983552 0.02121944 0.06058516
0.01112565 0.07023662 0.07131883 0.06157267 0.072806 0.06674009 0.02503810 0.06188931 0.08403277 0.04909656 0.05995033 0.08601809 0.06248318 0.0755763 0.07930952 0.06568627 0.04352276 0.01979873 0.07008756 0.1046045 0.05981443 0.09742163 0.03642704 0.02723691 0.07960061 0.09484525 0.0240575 0.01437315 0.1055879 0.07122356 0.09146395 0.08774851 0.06760363 0.09155573 0.08630028 0.0833406 0.04633341 0.09261214 0.08817977 0.0925588 0.08331122 0.04024224 0.07768125 0.04675883 0.09081884 0.09631312 0.03778895 0.006421636 0.01280363 0.05930644 0.08635578 0.03861212 0.04882622 0.02103635 0.04253312 0.009409319 0.03473290 0.01377604 0.04338455 0.005493361 0.00920757 0.03599423 0.0791208 0.05290277
0.0704494 0.01860496 0.01510620 0.0697856 0.0890787 0.06315016 0.0476972 0.07597091 0.08214276 0.05292488 0.04243961 0.0331025 0.05450532 0.09267336 0.06923519 0.02732111 0.004998645 0.06325983 0.04028885 0.05802035 0.02204144 0.002145031 0.02117939 0.07148598 0.02361820 0.04105032 0.06020152 0.03321565 0.06111257 0.05588382 0.04503321 0.06278627 0.001257257 0.01433081 0.09003774 0.02607495 0.02854465 0.02008019 0.06901708 0.03350733 0.03622546 0.001347844 0.03950607 0.0846427 0.03999385 0.009729607 0.002776291 -0.0005925059 0.07259552 0.01208865 0.04379382 0.03280146 0.05823795 0.007979763 0.01373688 0.05856024 0.08572113 0.05134333 0.07271046 0.06464921 0.02839378 0.09203377 0.001229689 0.08167327
0.03207007 0.06568262 0.06610676 0.005427692 0.03054971 0.03813971 0.03558801 0.04912557 0.009244181 0.08957235 0.02413986 0.02506507 0.05613445 0.04694533 0.06365309 0.08227605 0.07604774 0.06466226 0.06808186 0.0744041 0.07492904 0.07890944 0.07569737 0.1020839 0.04740974 0.0854078 0.01958544 0.03070931 0.03750196 0.03585580 0.08988711 0.03513197 0.08239 0.06202573 0.03075154 0.09533792 0.08525944 0.04613226 0.09954839 0.08615793 0.086371 0.06504466 0.07822326 0.05921631 0.05433311 0.09091299 0.0293572 0.04481727 0.05231426 0.01635973 0.01118598 0.05881597 0.01188582 0.05222891 0.03115205 0.02608472 0.07729767 0.08015475 0.01437302 0.02540266 0.0491825 0.0513021 0.01135192 0.04785817
0.07962934 0.07173246 0.04644347 0.03621861 0.04221917 0.06956857 0.0393577 0.01233115 0.06606803 0.03211441 0.08636528 0.01610098 0.05610048 0.04563834 0.008252522 0.03490393 0.08994592 0.06916929 0.01274437 0.08954574 0.0577118 0.0349304 0.04290062 0.04699622 0.09404259 0.02108601 0.0770282 0.09038644 0.07153537 0.08410972 0.04559403 0.03663511 0.06897673 0.01870642 0.04637363 0.05314624 0.02297208 0.03220597 0.04154886 0.090968 0.01482215 0.0363486 0.08460861 0.05462551 0.09398564 0.05992186 0.03148162 0.1112886 0.08763224 0.04840104 0.05113261 0.02886563 0.04184697 0.02246210 0.0522716 0.04045599 0.05977749 0.06906086 0.03830429 0.01748337 0.08993662 0.0627733 0.01894120 0.04694487
0.01706600 0.04198852 0.03326656 0.09827308 0.03647721 0.09810276 0.1030286 0.03190017 0.01387161 0.09774674 0.060464 0.06869243 0.02547876 0.1107445 0.01527581 0.07605779 0.05408979 0.04347342 0.04045472 0.07774932 0.01774226 0.02564599 0.03134233 0.0822669 0.09898027 0.1017600 0.08368821 0.1014324 0.05071373 0.03927533 0.03396016 0.05591638 0.08376849 0.03432739 0.01415005 0.05728149 0.0899925 -0.002349506 0.06260372 0.05697618 0.01081134 0.01247482 0.04634792 0.03661058 0.01155245 0.02373126 0.07547049 0.003796396 0.05741349 0.06098009 0.01457897 0.07975331 0.01189173 0.009934022 0.06927462 0.07527206 0.0294353 0.08897642 0.05274704 0.07988811 0.06592452 0.005714077 0.03433675 0.03045502
0.0559532 -0.0003826518 0.03286488 0.06669359 0.003953711 0.09059794 0.07689923 0.07615089 0.03248342 0.02274043 0.0844693 0.07778106 0.03017881 0.03909742 0.08038436 0.08923806 0.002695477 0.05392926 0.0839903 0.04302489 0.04846415 0.05122957 0.03205742 0.08894723 0.08375509 0.07950993 0.05440497 0.08365451 0.07963636 0.06928895 0.0753773 0.04840752 0.0672099 0.07323581 -0.0006392249 0.08635836 0.0007808851 0.08495395 0.06652818 0.08364493 0.002817563 0.08777086 0.01382129 0.05229755 0.01897950 0.01550793 0.05210774 0.06041335 0.06674005 0.0546675 0.01975557 0.08148387 0.004281195 0.008094981 0.0631777 0.003404281 0.0293114 0.02816627 0.08344574 0.02997217 0.01209516 0.09373833 0.01255374 0.05043905
0.07124641 0.07366043 0.09180068 0.06262193 0.1026911 0.05293376 0.05980365 0.04232653 0.005330945 0.06249736 0.02601616 0.05059 0.01916889 0.07368006 0.0639065 0.03682709 0.08113844 0.07802199 0.08016264 0.03011352 0.01777420 0.07483925 0.0649352 0.006508543 0.006871154 0.08272286 0.0417781 0.03194728 0.09326098 0.02444793 0.01485862 0.04316105 0.02524150 0.04069947 0.03725309 0.06639628 0.09363977 0.1036750 0.06917046 0.08166583 0.03657467 0.08095902 0.0552978 0.06195574 0.0854391 0.04696784 0.01913123 0.04320991 0.01948769 0.05254344 0.03923129 0.04368909 0.08448548 0.02613160 0.02882542 0.08611229 0.06234924 0.006862016 0.02994145 0.0402181 0.03190248 0.08584038 0.07541193 0.05164437
0.03821744 0.06707942 0.08653454 0.0785179 0.07443699 0.01422626 0.03930354 0.02480275 0.1060237 0.05218011 0.02534561 0.0457204 0.08378633 0.01905946 0.02736148 0.01756789 0.06839037 0.08581704 0.0409702 0.0870569 0.08858474 0.05722517 0.096122 0.009924551 0.02296133 0.05350844 0.1021779 0.06986284 0.01961926 0.03019653 0.052414 0.1016511 0.04619673 0.03698942 0.08386684 0.01826834 0.06352647 0.01470073 0.03532965 0.04837402 0.03116329 0.0852784 0.06627642 0.03472418 0.06581279 0.08587538 0.04694472 0.01415887 0.1022937 0.0968546 0.01063449 0.07064021 0.08144653 0.01389197 0.0618051 0.03863469 0.03511548 0.04587268 0.09169199 0.06493825 0.085894 0.04871593 0.08131764 0.09195732
0.03484022 0.07162877 0.08154995 0.03173528 0.06031066 0.06800471 0.08301856 0.05520203 0.0987538 0.07493518 0.0418662 0.0390281 0.09003222 0.03738799 0.07788786 0.08529461 0.07769909 0.06806984 0.03996267 0.08290826 0.0681729 0.02037346 0.07404622 0.07138884 0.06609213 0.004350187 0.02628653 0.01772082 0.03131766 0.08710014 0.05249071 0.08141527 0.01920028 0.04194777 0.05655874 0.01885332 0.09053485 0.01042011 0.01480883 0.04404047 0.08313728 0.0771544 0.01750801 0.08712647 0.01867051 0.03372373 0.001672952 0.02594497 0.01959082 0.05060492 0.07198653 0.08034472 0.04260352 0.09465305 0.04038358 0.004151773 0.07570482 0.04453439 0.005024763 0.0392216 0.0755515 0.05409929 -0.005214399 0.01647828
0.04073541 0.01404209 0.0910798 0.03036008 0.002656963 0.003062908 0.03578108 -0.003159992 0.0151024 0.05286814 0.02044575 0.07343285 0.05642142 0.06706752 0.06972035 0.02912632 0.01915567 0.05215269 0.050456 0.03742934 0.0624582 0.02747631 0.01123038 0.05073998 0.01649381 0.06458002 0.001230976 0.07934676 0.08085348 0.07661512 0.06758391 0.02797179 0.002327761 0.07241752 0.07461119 0.02017409 -0.004347356 0.006728802 0.06308445 0.01173198 0.02107108 0.07845234 0.08558847 0.08227759 0.02521898 0.05126098 0.09636972 0.0832349 0.02834407 0.04916673 0.01512725 0.02264686 0.02235167 0.02123561 0.003504836 0.06983401 0.08767269 0.08824623 0.06935076 0.02689846 0.03742767 0.0975601 0.08813181 0.05499393
0.01754937 0.01450640 0.03469988 0.06554359 0.05231643 0.06348991 0.06624965 0.07620412 0.04285198 0.1013586 0.07307055 0.06121002 0.02893122 0.03158396 0.09996647 0.09373825 0.07619706 0.04589158 0.05786244 0.05311204 0.06186822 0.04029177 0.02019344 0.06504213 0.08870214 0.06789972 0.1022686 0.06816471 0.03676473 0.09360267 0.08124323 0.1016049 0.04560356 0.07806648 0.06736356 0.02204297 0.01758732 0.005891606 0.05379838 0.08784851 0.0514437 0.0931736 0.09500351 0.07930945 0.08548839 0.09160646 0.08577839 0.03118672 0.02425804 0.03587082 0.06945634 0.03162569 0.06220592 0.09828806 0.06905628 0.04050927 0.02481494 0.06064401 0.07331416 0.1050081 0.01453022 0.09423006 0.06959721 0.01890318
0.07263484 0.09110344 0.08904352 0.0659272 0.09165658 0.05088031 0.03290348 0.07866371 0.03325449 0.05232 0.03759051 0.1075304 0.07685783 0.02056079 0.08317024 0.08822281 0.08356487 0.1013969 0.08504064 0.05051564 0.03873180 0.09071759 0.05394722 0.01195985 0.1003234 0.09711228 0.02394875 0.04585211 0.05721823 0.04995265 0.0562779 0.08125672 0.1090861 0.07501462 0.06938069 0.03570321 0.01587143 0.04308208 0.007076625 0.0929323 0.06935985 0.02997472 0.03667222 0.06418537 0.01241890 0.0941438 0.06466276 0.06026754 0.07325253 0.05262745 0.08241959 0.0731163 0.02427423 0.03570241 0.07614737 0.08271375 0.08246611 0.07808074 0.01879613 0.06050224 0.08057726 0.04713755 0.02364576 0.02958616
0.08181751 0.06739891 0.01370231 0.06327471 0.06207251 0.01527699 0.08525261 0.0819285 0.01457873 0.05122833 0.02003163 0.07226226 0.06230638 0.001916475 0.09552918 0.06459325 0.0713056 0.0840922 0.001882579 0.04858125 0.03033911 0.06574827 0.03984857 0.01440277 0.06637198 0.03834175 0.05030738 0.0826281 0.08021269 0.002415585 -0.00242959 0.07559545 0.07669564 0.05813555 0.06278762 0.0783148 0.04851232 0.09905826 0.02069847 2.281529e-05 0.05012031 0.03244563 0.08820212 0.01618759 0.03605837 0.07665719 0.03885459 -0.001935816 0.06205307 0.09272047 0.0683309 0.03954277 0.01558570 0.0649026 0.0804892 0.04428957 0.03516596 0.0883369 0.06858413 0.04393264 0.004892929 0.08351477 0.07206403 0.005600644
